type,listPrice,lastSoldPrice,sqft,stories,beds,baths_full,garage,year_built,zip,baths_partial,price_per_sqft,price_category
condos,599000.0,540000,2750.0,2.0,3.0,3.0,2.0,2003.0,33412,0.0,196.36363636363637,alto
land,45900.0,45900,1680.0,1.0,3.0,2.0,0.0,1999.0,34446,0.0,27.321428571428573,bajo
single_family,349999.0,339999,2020.0,1.0,4.0,3.0,3.0,2025.0,33909,0.0,168.31633663366335,medio
land,27500.0,27500,1680.0,1.0,3.0,2.0,0.0,1999.0,32680,0.0,16.36904761904762,bajo
mobile,45000.0,38000,1680.0,1.0,2.0,2.0,0.0,1986.0,33903,0.0,22.61904761904762,bajo
condos,169000.0,140000,984.0,5.0,2.0,2.0,1.0,1969.0,33020,0.0,142.27642276422765,bajo
condos,170000.0,160000,1056.0,4.0,2.0,2.0,0.0,1981.0,33319,0.0,151.5151515151515,bajo
land,150000.0,150000,1680.0,1.0,3.0,2.0,0.0,1999.0,32310,0.0,89.28571428571429,bajo
single_family,263990.0,253990,1504.0,1.0,3.0,2.0,2.0,2025.0,34613,0.0,168.87632978723406,bajo
mobile,74000.0,74000,1680.0,1.0,2.0,2.0,3.0,1999.0,33073,0.0,44.04761904761905,bajo
land,70000.0,65000,1680.0,1.0,3.0,2.0,0.0,1999.0,32094,0.0,38.69047619047619,bajo
condos,118000.0,112000,705.0,1.0,1.0,1.0,1.0,2024.0,33178,0.0,158.86524822695034,bajo
condos,229000.0,220000,1247.0,2.0,2.0,2.0,0.0,1979.0,33445,0.0,176.4234161988773,bajo
condos,699000.0,690000,1619.0,1.0,3.0,2.0,1.0,1998.0,34109,0.0,426.18900555898705,alto
single_family,149900.0,136000,718.0,1.0,1.0,1.0,0.0,1950.0,33714,0.0,189.41504178272982,bajo
single_family,298810.0,289000,1840.0,1.0,4.0,2.0,2.0,2025.0,34602,0.0,157.06521739130434,bajo
single_family,359999.0,359999,2020.0,1.0,4.0,3.0,3.0,2025.0,33971,0.0,178.21732673267326,medio
single_family,485000.0,480000,1563.0,1.0,3.0,2.0,1.0,2020.0,33460,0.0,307.1017274472169,alto
condos,329000.0,315000,741.0,1.0,1.0,1.0,0.0,2003.0,33160,0.0,425.1012145748988,medio
townhomes,185000.0,187500,1308.0,2.0,2.0,2.0,0.0,1981.0,32301,1.0,143.348623853211,bajo
single_family,1699999.0,1700000,1864.0,1.0,2.0,2.0,1.0,1951.0,33140,0.0,912.0171673819742,alto
townhomes,375000.0,375000,1438.0,2.0,3.0,2.0,1.0,2008.0,33068,1.0,260.778859527121,medio
land,269999.0,265000,1680.0,1.0,3.0,2.0,0.0,1999.0,32567,0.0,157.73809523809524,bajo
condos,289000.0,265000,1005.0,1.0,2.0,2.0,0.0,1977.0,33172,0.0,263.681592039801,bajo
land,685000.0,650000,1680.0,1.0,3.0,2.0,0.0,1999.0,33147,0.0,386.9047619047619,alto
single_family,346990.0,319000,1801.0,1.0,4.0,2.0,2.0,2025.0,32907,0.0,177.12382009994448,medio
land,149900.0,150000,1680.0,1.0,3.0,2.0,0.0,1999.0,33993,0.0,89.28571428571429,bajo
land,145900.0,125000,1680.0,1.0,3.0,2.0,0.0,1999.0,33852,0.0,74.4047619047619,bajo
single_family,1650000.0,1600000,2350.0,1.0,3.0,2.0,0.0,1932.0,33401,0.0,680.8510638297872,alto
multi_family,675000.0,630000,1855.0,1.0,5.0,3.0,0.0,1970.0,33142,0.0,339.62264150943395,alto
single_family,250000.0,245000,1577.0,1.0,3.0,2.0,2.0,2002.0,32526,0.0,155.3582752060875,bajo
townhomes,312305.0,316300,1674.0,2.0,3.0,2.0,1.0,2026.0,32935,1.0,188.94862604540023,medio
single_family,334999.0,317995,1828.0,1.0,4.0,2.0,2.0,2026.0,33917,0.0,173.95787746170677,medio
land,150000.0,150000,1680.0,1.0,3.0,2.0,0.0,1999.0,32310,0.0,89.28571428571429,bajo
single_family,269900.0,269900,1150.0,1.0,3.0,2.0,0.0,2025.0,33972,0.0,234.69565217391303,bajo
single_family,680000.0,681000,2282.0,1.0,4.0,2.0,2.0,1987.0,33498,1.0,298.4224364592463,alto
mobile,81000.0,80000,411.0,1.0,1.0,1.0,0.0,1993.0,34974,0.0,194.64720194647202,bajo
single_family,240000.0,245000,1484.0,1.0,3.0,2.0,0.0,2020.0,32506,0.0,165.0943396226415,bajo
townhomes,354000.0,345000,1427.0,2.0,3.0,2.0,1.0,2002.0,33417,1.0,241.76594253679048,medio
mobile,52000.0,48000,1144.0,1.0,2.0,2.0,0.0,1987.0,32724,0.0,41.95804195804196,bajo
land,52000.0,50000,1680.0,1.0,3.0,2.0,0.0,1999.0,32059,0.0,29.761904761904763,bajo
single_family,184990.0,180000,2096.0,1.0,2.0,2.0,0.0,1974.0,33917,0.0,85.87786259541984,bajo
townhomes,239000.0,225000,1429.0,2.0,3.0,2.0,1.0,2024.0,32210,1.0,157.45276417074876,bajo
land,36900.0,28000,1680.0,1.0,3.0,2.0,0.0,1999.0,33876,0.0,16.666666666666668,bajo
land,55000.0,33500,1680.0,1.0,3.0,2.0,0.0,1999.0,33955,0.0,19.94047619047619,bajo
land,60000.0,32000,1680.0,1.0,3.0,2.0,0.0,1999.0,32347,0.0,19.047619047619047,bajo
land,120000.0,90000,1680.0,1.0,3.0,2.0,0.0,1999.0,33030,0.0,53.57142857142857,bajo
land,189900.0,165000,1680.0,1.0,3.0,2.0,0.0,1999.0,32408,0.0,98.21428571428571,bajo
townhomes,224990.0,239990,1220.0,2.0,2.0,2.0,1.0,2026.0,32218,1.0,196.71311475409837,bajo
single_family,485000.0,485000,1214.0,1.0,3.0,2.0,2.0,2026.0,34120,0.0,399.50576606260296,alto
single_family,299000.0,279000,1050.0,1.0,2.0,1.0,0.0,1955.0,33401,0.0,265.7142857142857,bajo
single_family,469900.0,435000,1159.0,1.0,3.0,2.0,0.0,2006.0,33157,0.0,375.32355478861086,medio
multi_family,199900.0,190000,1680.0,1.0,3.0,2.0,0.0,1976.0,32301,0.0,113.0952380952381,bajo
single_family,389900.0,389900,2446.0,2.0,5.0,2.0,2.0,2024.0,32219,1.0,159.40310711365495,medio
townhomes,342630.0,342630,1808.0,2.0,3.0,2.0,2.0,2025.0,34982,1.0,189.50774336283186,medio
land,39900.0,36500,1680.0,1.0,3.0,2.0,0.0,1999.0,33955,0.0,21.726190476190474,bajo
single_family,679097.0,647585,2536.0,1.0,4.0,2.0,2.0,2025.0,32407,1.0,255.35686119873816,alto
single_family,334900.0,318000,1310.0,1.0,3.0,2.0,2.0,2026.0,33991,0.0,242.74809160305344,medio
land,99000.0,90000,1680.0,1.0,3.0,2.0,0.0,1999.0,32219,0.0,53.57142857142857,bajo
single_family,249900.0,239000,1444.0,1.0,3.0,2.0,2.0,2006.0,33993,0.0,165.51246537396122,bajo
condos,165000.0,155000,720.0,1.0,1.0,1.0,1.0,1969.0,33020,0.0,215.27777777777777,bajo
single_family,269990.0,268500,1240.0,1.0,3.0,2.0,2.0,2025.0,33976,0.0,216.53225806451613,bajo
single_family,425000.0,371000,2145.0,1.0,2.0,2.0,2.0,2001.0,33928,0.0,172.96037296037295,medio
mobile,249900.0,249900,1600.0,1.0,4.0,2.0,0.0,2026.0,32060,0.0,156.1875,bajo
single_family,319000.0,309000,1585.0,1.0,3.0,2.0,2.0,2002.0,33991,0.0,194.95268138801262,medio
single_family,650000.0,600000,2536.0,1.0,3.0,3.0,2.0,1958.0,33901,0.0,236.59305993690853,alto
land,39900.0,38000,1680.0,1.0,3.0,2.0,0.0,1999.0,33993,0.0,22.61904761904762,bajo
single_family,359990.0,350000,1238.0,1.0,3.0,2.0,1.0,1986.0,32068,0.0,282.7140549273021,medio
single_family,540000.0,540000,1980.0,1.0,4.0,2.0,3.0,1998.0,32771,0.0,272.72727272727275,alto
single_family,425000.0,440000,1335.0,1.0,3.0,2.0,2.0,1995.0,33461,0.0,329.58801498127343,medio
condos,79000.0,69000,760.0,2.0,1.0,1.0,0.0,1979.0,33484,1.0,90.78947368421052,bajo
land,22500.0,22500,1680.0,1.0,3.0,2.0,0.0,1999.0,33920,0.0,13.392857142857142,bajo
land,99900.0,99900,1680.0,1.0,3.0,2.0,0.0,1999.0,34446,0.0,59.464285714285715,bajo
land,78999.0,61500,1680.0,1.0,3.0,2.0,0.0,1999.0,32234,0.0,36.607142857142854,bajo
land,33000.0,25000,1680.0,1.0,3.0,2.0,0.0,1999.0,32621,0.0,14.880952380952381,bajo
condos,490000.0,450000,510.0,1.0,1.0,1.0,0.0,1937.0,33139,0.0,882.3529411764706,medio
land,70500.0,69000,1680.0,1.0,3.0,2.0,0.0,1999.0,33909,0.0,41.07142857142857,bajo
land,132000.0,120200,24829.0,1.0,3.0,2.0,0.0,1999.0,32958,0.0,4.841113214386403,bajo
land,139000.0,120000,1680.0,1.0,3.0,2.0,0.0,1999.0,32926,0.0,71.42857142857143,bajo
land,59900.0,47250,1680.0,1.0,3.0,2.0,0.0,1999.0,32328,0.0,28.125,bajo
land,14000.0,11500,1680.0,1.0,3.0,2.0,0.0,1999.0,33597,0.0,6.845238095238095,bajo
single_family,1500000.0,1300000,1666.0,1.0,3.0,1.0,1.0,1938.0,33137,0.0,780.31212484994,alto
single_family,314990.0,312250,1650.0,1.0,4.0,2.0,2.0,2026.0,33976,0.0,189.24242424242425,medio
land,168499.0,160000,1680.0,1.0,3.0,2.0,0.0,1999.0,34986,0.0,95.23809523809524,bajo
land,59900.0,40000,1680.0,1.0,3.0,2.0,0.0,1999.0,32321,0.0,23.80952380952381,bajo
single_family,385000.0,390000,1304.0,1.0,3.0,2.0,1.0,1979.0,32034,0.0,299.07975460122697,medio
single_family,165000.0,144000,1018.0,1.0,2.0,2.0,0.0,1988.0,32225,0.0,141.45383104125736,bajo
single_family,330000.0,320000,979.0,1.0,3.0,1.0,1.0,1948.0,32503,0.0,326.8641470888662,medio
land,17900.0,16500,1680.0,1.0,3.0,2.0,0.0,1999.0,33953,0.0,9.821428571428571,bajo
land,25000.0,17500,1680.0,1.0,3.0,2.0,0.0,1999.0,32465,0.0,10.416666666666666,bajo
land,25000.0,23000,1680.0,1.0,3.0,2.0,0.0,1999.0,33974,0.0,13.69047619047619,bajo
land,29000.0,20000,1680.0,1.0,3.0,2.0,0.0,1999.0,33955,0.0,11.904761904761905,bajo
land,24900.0,23000,1680.0,1.0,3.0,2.0,0.0,1999.0,33974,0.0,13.69047619047619,bajo
single_family,395000.0,390000,1000.0,1.0,3.0,1.0,0.0,1959.0,33458,0.0,390.0,medio
land,50000.0,35000,1680.0,1.0,3.0,2.0,0.0,1999.0,34442,0.0,20.833333333333332,bajo
land,42000.0,27000,1680.0,1.0,3.0,2.0,0.0,1999.0,33993,0.0,16.071428571428573,bajo
land,79000.0,70000,1680.0,1.0,3.0,2.0,0.0,1999.0,33991,0.0,41.666666666666664,bajo
condos,340000.0,310000,704.0,1.0,1.0,1.0,1.0,2008.0,33130,0.0,440.34090909090907,medio
land,109900.0,89000,1680.0,1.0,3.0,2.0,0.0,1999.0,34613,0.0,52.976190476190474,bajo
land,32000.0,29000,1680.0,1.0,3.0,2.0,0.0,1999.0,33972,0.0,17.261904761904763,bajo
mobile,225000.0,200000,924.0,1.0,2.0,2.0,0.0,1985.0,32226,0.0,216.45021645021646,bajo
land,89900.0,85000,1680.0,1.0,3.0,2.0,0.0,1999.0,32465,0.0,50.595238095238095,bajo
single_family,159900.0,158000,850.0,1.0,3.0,1.0,0.0,1955.0,32177,0.0,185.88235294117646,bajo
mobile,269900.0,269900,1795.0,1.0,3.0,2.0,0.0,2026.0,32060,0.0,150.36211699164346,bajo
mobile,328000.0,328000,830.0,1.0,2.0,2.0,0.0,1975.0,33042,0.0,395.1807228915663,medio
land,19000.0,13000,1680.0,1.0,3.0,2.0,0.0,1999.0,33971,0.0,7.738095238095238,bajo
land,49900.0,49000,1680.0,1.0,3.0,2.0,0.0,1999.0,34446,0.0,29.166666666666668,bajo
land,44900.0,37500,1680.0,1.0,3.0,2.0,0.0,1999.0,32323,0.0,22.321428571428573,bajo
land,45000.0,41000,1680.0,1.0,3.0,2.0,0.0,1999.0,32145,0.0,24.404761904761905,bajo
mobile,115000.0,100000,827.0,1.0,2.0,2.0,0.0,1969.0,33324,0.0,120.91898428053204,bajo
land,45000.0,37500,1680.0,1.0,3.0,2.0,0.0,1999.0,32526,0.0,22.321428571428573,bajo
multi_family,325000.0,318000,1680.0,1.0,3.0,2.0,1.0,1979.0,32958,0.0,189.28571428571428,medio
land,115000.0,105000,1680.0,1.0,3.0,2.0,0.0,1999.0,32570,0.0,62.5,bajo
condos,305000.0,288000,900.0,2.0,2.0,2.0,0.0,1987.0,33026,0.0,320.0,bajo
single_family,439990.0,459990,1806.0,1.0,4.0,2.0,3.0,2025.0,34983,0.0,254.70099667774087,medio
townhomes,499000.0,480000,1100.0,1.0,3.0,2.0,0.0,1979.0,33174,0.0,436.3636363636364,alto
townhomes,380000.0,370000,1433.0,1.0,3.0,2.0,0.0,2024.0,33034,1.0,258.1995812979763,medio
land,59000.0,59000,1680.0,1.0,3.0,2.0,0.0,1999.0,33954,0.0,35.11904761904762,bajo
single_family,304900.0,302400,2016.0,1.0,3.0,2.0,2.0,2005.0,32226,0.0,150.0,medio
single_family,389900.0,380000,1779.0,1.0,3.0,2.0,2.0,1981.0,33778,0.0,213.60314783586284,medio
condos,880000.0,880000,1292.0,6.0,2.0,2.0,2.0,2008.0,32548,1.0,681.1145510835913,alto
land,26000.0,26000,1680.0,1.0,3.0,2.0,0.0,1999.0,34654,0.0,15.476190476190476,bajo
land,15000.0,14000,1680.0,1.0,3.0,2.0,0.0,1999.0,33954,0.0,8.333333333333334,bajo
single_family,799900.0,799900,3420.0,1.0,5.0,3.0,2.0,2026.0,32563,0.0,233.88888888888889,alto
land,115000.0,115000,1680.0,1.0,3.0,2.0,0.0,1999.0,32571,0.0,68.45238095238095,bajo
land,29800.0,26000,1680.0,1.0,3.0,2.0,0.0,1999.0,33993,0.0,15.476190476190476,bajo
single_family,288990.0,288990,1666.0,1.0,4.0,2.0,2.0,2025.0,33974,0.0,173.46338535414165,bajo
land,149000.0,124000,1680.0,1.0,3.0,2.0,0.0,1999.0,32097,0.0,73.80952380952381,bajo
land,372000.0,372000,1680.0,1.0,3.0,2.0,0.0,1999.0,32460,0.0,221.42857142857142,medio
townhomes,389000.0,374000,1680.0,1.0,3.0,2.0,1.0,2024.0,33034,1.0,222.61904761904762,medio
single_family,295888.0,295888,1672.0,1.0,4.0,2.0,2.0,2025.0,34614,0.0,176.9665071770335,medio
single_family,798000.0,825082,2866.0,1.0,4.0,3.0,3.0,2025.0,34601,0.0,287.88625261688765,alto
land,24000.0,23000,1680.0,1.0,3.0,2.0,0.0,1999.0,33972,0.0,13.69047619047619,bajo
land,21450.0,19000,1680.0,1.0,3.0,2.0,0.0,1999.0,33972,0.0,11.30952380952381,bajo
land,26300.0,24000,1680.0,1.0,3.0,2.0,0.0,1999.0,33974,0.0,14.285714285714286,bajo
single_family,479990.0,479000,2190.0,2.0,4.0,2.0,2.0,2026.0,32092,1.0,218.7214611872146,alto
land,49000.0,42000,1680.0,1.0,3.0,2.0,0.0,1999.0,33909,0.0,25.0,bajo
single_family,428990.0,420000,2336.0,1.0,4.0,3.0,3.0,2025.0,33914,0.0,179.7945205479452,medio
single_family,420990.0,429990,1552.0,1.0,3.0,2.0,3.0,2025.0,34983,0.0,277.055412371134,medio
land,10900.0,10900,1680.0,1.0,3.0,2.0,0.0,1999.0,34431,0.0,6.488095238095238,bajo
land,22500.0,28000,1680.0,1.0,3.0,2.0,0.0,1999.0,33971,0.0,16.666666666666668,bajo
land,18000.0,17000,1680.0,1.0,3.0,2.0,0.0,1999.0,34288,0.0,10.119047619047619,bajo
single_family,365000.0,320000,1138.0,1.0,3.0,1.0,0.0,1952.0,33167,0.0,281.195079086116,medio
single_family,484990.0,484990,2663.0,2.0,5.0,3.0,2.0,2025.0,32712,0.0,182.12166729252723,alto
single_family,303150.0,303150,1512.0,1.0,3.0,2.0,2.0,2024.0,32615,0.0,200.49603174603175,medio
land,85000.0,65000,1680.0,1.0,3.0,2.0,0.0,1999.0,33702,0.0,38.69047619047619,bajo
single_family,999900.0,950000,2906.0,2.0,4.0,3.0,2.0,2020.0,33710,0.0,326.9098417068135,alto
land,32000.0,27000,1680.0,1.0,3.0,2.0,0.0,1999.0,32960,0.0,16.071428571428573,bajo
townhomes,325000.0,325000,1432.0,2.0,2.0,2.0,1.0,1986.0,33624,1.0,226.95530726256985,medio
land,139500.0,120000,1680.0,1.0,3.0,2.0,0.0,1999.0,32566,0.0,71.42857142857143,bajo
land,325000.0,279875,1680.0,1.0,3.0,2.0,0.0,1999.0,34135,0.0,166.5922619047619,bajo
single_family,400000.0,390000,1532.0,1.0,3.0,2.0,2.0,1973.0,33702,0.0,254.5691906005222,medio
land,190000.0,210000,1680.0,1.0,3.0,2.0,0.0,1999.0,34117,0.0,125.0,bajo
single_family,465000.0,437000,1248.0,1.0,3.0,2.0,2.0,1944.0,33713,0.0,350.1602564102564,medio
single_family,558740.0,558740,3316.0,2.0,4.0,3.0,2.0,2026.0,33543,0.0,168.49819059107358,alto
land,39999.0,33000,1680.0,1.0,3.0,2.0,0.0,1999.0,33972,0.0,19.642857142857142,bajo
single_family,259900.0,253000,1611.0,1.0,3.0,2.0,2.0,1982.0,32725,0.0,157.04531346989447,bajo
single_family,289990.0,309990,1564.0,1.0,3.0,2.0,2.0,2026.0,33576,0.0,198.20332480818414,medio
single_family,399900.0,395000,2100.0,1.0,4.0,2.0,2.0,1998.0,34769,0.0,188.0952380952381,medio
single_family,999000.0,876000,4428.0,3.0,6.0,6.0,2.0,1905.0,32118,1.0,197.8319783197832,alto
single_family,380000.0,380000,2116.0,1.0,3.0,2.0,2.0,1999.0,33813,0.0,179.58412098298678,medio
land,50000.0,60000,1680.0,1.0,3.0,2.0,0.0,1999.0,34117,0.0,35.714285714285715,bajo
condos,348800.0,335000,1561.0,1.0,2.0,2.0,1.0,2013.0,34212,0.0,214.60602178090969,medio
single_family,644990.0,648190,2886.0,2.0,5.0,4.0,2.0,2026.0,34771,0.0,224.5980595980596,alto
mobile,174900.0,167500,1460.0,1.0,3.0,2.0,0.0,1981.0,32764,0.0,114.72602739726027,bajo
single_family,269888.0,269888,1477.0,1.0,3.0,2.0,2.0,2024.0,33993,0.0,182.72714962762356,bajo
land,20000.0,14000,1680.0,1.0,3.0,2.0,0.0,1999.0,33852,0.0,8.333333333333334,bajo
land,39900.0,39900,1680.0,1.0,3.0,2.0,0.0,1999.0,34446,0.0,23.75,bajo
land,29900.0,29000,1680.0,1.0,3.0,2.0,0.0,1999.0,34432,0.0,17.261904761904763,bajo
single_family,568370.0,568010,2808.0,1.0,3.0,3.0,3.0,2026.0,34481,1.0,202.28276353276354,alto
land,35000.0,27000,1680.0,1.0,3.0,2.0,0.0,1999.0,34972,0.0,16.071428571428573,bajo
mobile,25000.0,18000,1680.0,1.0,3.0,2.0,0.0,1996.0,32817,0.0,10.714285714285714,bajo
land,26000000.0,26000000,1680.0,1.0,3.0,2.0,0.0,1999.0,33483,0.0,15476.190476190477,alto
single_family,1999999.0,1750000,2368.0,1.0,3.0,3.0,2.0,1960.0,32169,0.0,739.0202702702703,alto
single_family,459000.0,459000,1828.0,1.0,4.0,2.0,2.0,2025.0,34211,0.0,251.0940919037199,medio
condos,535000.0,527000,1687.0,5.0,2.0,2.0,0.0,2006.0,33334,0.0,312.3888559573207,alto
single_family,317500.0,317500,1206.0,1.0,3.0,2.0,2.0,2026.0,32725,0.0,263.2669983416252,medio
land,18900.0,18500,1680.0,1.0,3.0,2.0,0.0,1999.0,33974,0.0,11.011904761904763,bajo
townhomes,274990.0,274990,1813.0,2.0,3.0,2.0,2.0,2025.0,32219,1.0,151.67677881963596,bajo
land,18000.0,17000,1680.0,1.0,3.0,2.0,0.0,1999.0,33974,0.0,10.119047619047619,bajo
single_family,375000.0,375000,1524.0,1.0,3.0,2.0,2.0,1940.0,33709,0.0,246.06299212598427,medio
single_family,449999.0,415000,1780.0,1.0,4.0,2.0,2.0,2000.0,33511,0.0,233.14606741573033,medio
single_family,349000.0,345000,1724.0,1.0,3.0,2.0,2.0,2004.0,34476,0.0,200.11600928074245,medio
single_family,277990.0,276000,1459.0,1.0,3.0,2.0,2.0,2025.0,32110,0.0,189.17066483893078,bajo
single_family,2950000.0,2900000,3178.0,2.0,5.0,4.0,1.0,1969.0,33129,1.0,912.5235997482694,alto
land,299000.0,275000,1680.0,1.0,3.0,2.0,0.0,1999.0,32732,0.0,163.6904761904762,bajo
single_family,624999.0,589000,2466.0,1.0,4.0,3.0,2.0,1993.0,32765,0.0,238.84833738848337,alto
single_family,283990.0,283990,1498.0,1.0,4.0,2.0,2.0,2025.0,33844,0.0,189.57943925233644,bajo
single_family,327000.0,309500,1564.0,1.0,3.0,2.0,2.0,2026.0,34219,0.0,197.89002557544757,medio
single_family,400815.0,389990,2387.0,2.0,4.0,3.0,2.0,2025.0,33837,0.0,163.38081273565143,medio
single_family,750000.0,745000,2636.0,1.0,4.0,3.0,3.0,2021.0,32765,1.0,282.62518968133537,alto
single_family,400000.0,400000,1812.0,1.0,3.0,2.0,1.0,2021.0,33756,0.0,220.7505518763797,medio
single_family,375000.0,375000,2391.0,2.0,3.0,2.0,2.0,2019.0,33837,1.0,156.83814303638644,medio
condos,129900.0,135000,1123.0,1.0,2.0,2.0,0.0,1979.0,33844,0.0,120.21371326803205,bajo
condos,354000.0,339000,2190.0,1.0,3.0,3.0,0.0,1988.0,33763,0.0,154.7945205479452,medio
single_family,544990.0,548510,2537.0,1.0,4.0,3.0,3.0,2025.0,33543,0.0,216.20417816318488,alto
single_family,1599000.0,1535000,2381.0,2.0,4.0,3.0,2.0,1977.0,33785,0.0,644.6871062578748,alto
single_family,260000.0,240000,1483.0,1.0,3.0,2.0,2.0,2025.0,33884,0.0,161.83412002697236,bajo
townhomes,323000.0,310000,1625.0,2.0,3.0,2.0,1.0,2004.0,33634,1.0,190.76923076923077,medio
mobile,220000.0,220000,1296.0,1.0,3.0,2.0,0.0,1998.0,33578,0.0,169.7530864197531,bajo
land,70000.0,80000,1680.0,1.0,3.0,2.0,0.0,1999.0,34117,0.0,47.61904761904762,bajo
single_family,434000.0,430000,2182.0,1.0,3.0,2.0,2.0,2015.0,34293,1.0,197.06691109074245,medio
townhomes,334990.0,324990,1678.0,2.0,3.0,2.0,2.0,2025.0,32703,1.0,193.67699642431467,medio
single_family,275000.0,270000,1344.0,1.0,3.0,2.0,2.0,2011.0,33823,0.0,200.89285714285714,bajo
single_family,215000.0,210000,918.0,1.0,2.0,2.0,1.0,1985.0,34608,0.0,228.75816993464053,bajo
townhomes,423999.0,410000,1660.0,2.0,3.0,2.0,2.0,2024.0,34787,1.0,246.9879518072289,medio
condos,210000.0,190000,1147.0,1.0,2.0,2.0,1.0,2002.0,32801,0.0,165.64952048823017,bajo
single_family,488305.0,448305,2029.0,1.0,4.0,2.0,2.0,2026.0,34771,1.0,220.94874322326268,medio
land,279000.0,250000,1680.0,1.0,3.0,2.0,0.0,1999.0,33993,0.0,148.8095238095238,bajo
land,19900.0,14000,1680.0,1.0,3.0,2.0,0.0,1999.0,33946,0.0,8.333333333333334,bajo
single_family,119900.0,105000,994.0,1.0,2.0,2.0,1.0,1994.0,34481,0.0,105.63380281690141,bajo
townhomes,555000.0,535000,1157.0,1.0,2.0,2.0,1.0,1983.0,32250,0.0,462.4027657735523,alto
single_family,319000.0,319000,1644.0,1.0,3.0,2.0,2.0,2006.0,33569,0.0,194.0389294403893,medio
single_family,474490.0,474490,2795.0,1.0,4.0,3.0,3.0,2025.0,33811,1.0,169.76386404293382,medio
single_family,499000.0,486000,2034.0,1.0,4.0,2.0,2.0,2026.0,34211,0.0,238.93805309734512,alto
single_family,339499.0,339499,1849.0,1.0,3.0,3.0,2.0,2025.0,33955,0.0,183.61222282314765,medio
single_family,267990.0,245000,1328.0,1.0,3.0,2.0,2.0,2025.0,34473,0.0,184.4879518072289,bajo
single_family,302990.0,301990,1828.0,1.0,4.0,2.0,2.0,2025.0,34476,0.0,165.20240700218818,medio
single_family,295000.0,295000,1578.0,1.0,4.0,2.0,0.0,1963.0,33610,0.0,186.94550063371355,bajo
condos,3750000.0,3750000,2269.0,1.0,3.0,3.0,2.0,2021.0,33139,1.0,1652.710445130013,alto
townhomes,385000.0,375000,1834.0,2.0,4.0,3.0,2.0,1996.0,33771,1.0,204.4711014176663,medio
condos,175000.0,150000,1233.0,1.0,3.0,2.0,0.0,1989.0,34653,0.0,121.65450121654501,bajo
single_family,275000.0,267000,1119.0,1.0,3.0,2.0,2.0,2005.0,33811,0.0,238.6058981233244,bajo
townhomes,575000.0,555000,1784.0,3.0,2.0,2.0,2.0,2020.0,33611,1.0,311.0986547085202,alto
single_family,225000.0,225000,1232.0,1.0,3.0,2.0,1.0,2026.0,34482,0.0,182.62987012987014,bajo
land,250000.0,240000,1680.0,1.0,3.0,2.0,0.0,1999.0,33960,0.0,142.85714285714286,bajo
single_family,725000.0,690000,2992.0,1.0,5.0,3.0,0.0,1962.0,32605,0.0,230.6149732620321,alto
townhomes,229990.0,228000,1109.0,2.0,2.0,2.0,0.0,2025.0,32095,1.0,205.5906221821461,bajo
single_family,344999.0,344999,2414.0,2.0,4.0,2.0,2.0,2025.0,33838,1.0,142.9159072079536,medio
single_family,334900.0,334900,1392.0,1.0,3.0,2.0,2.0,2012.0,32163,0.0,240.58908045977012,medio
single_family,289500.0,265000,1548.0,1.0,3.0,2.0,1.0,1979.0,34293,0.0,171.1886304909561,bajo
single_family,225000.0,229000,956.0,1.0,3.0,1.0,1.0,1963.0,34690,0.0,239.5397489539749,bajo
townhomes,264900.0,259000,1864.0,2.0,3.0,2.0,1.0,1983.0,32780,1.0,138.94849785407726,bajo
townhomes,379000.0,373000,1729.0,2.0,3.0,2.0,2.0,2011.0,32765,1.0,215.73163678426837,medio
single_family,399000.0,390000,1419.0,1.0,3.0,2.0,1.0,2002.0,32162,0.0,274.8414376321353,medio
land,650000.0,650000,1680.0,1.0,3.0,2.0,0.0,1999.0,34119,0.0,386.9047619047619,alto
single_family,1349000.0,1300000,2976.0,1.0,4.0,4.0,3.0,1993.0,34238,0.0,436.8279569892473,alto
condos,795000.0,650000,2603.0,2.0,3.0,3.0,2.0,1998.0,34134,0.0,249.71187091817134,alto
townhomes,346805.0,306990,1807.0,2.0,3.0,2.0,2.0,2025.0,34219,0.0,169.88931931377974,medio
condos,329900.0,312500,750.0,1.0,1.0,1.0,1.0,2007.0,33602,0.0,416.6666666666667,medio
single_family,249000.0,245000,842.0,1.0,2.0,1.0,0.0,1958.0,33709,0.0,290.97387173396675,bajo
single_family,784819.0,707378,3412.0,2.0,6.0,4.0,2.0,2026.0,34715,1.0,207.32063305978897,alto
single_family,315000.0,310000,1939.0,1.0,4.0,2.0,2.0,2020.0,33844,0.0,159.8762248581743,medio
townhomes,180000.0,153000,1296.0,2.0,2.0,2.0,0.0,1986.0,33773,1.0,118.05555555555556,bajo
single_family,334000.0,311480,1504.0,1.0,3.0,2.0,2.0,2026.0,34219,0.0,207.10106382978722,medio
single_family,350000.0,362000,1571.0,1.0,3.0,2.0,2.0,1996.0,33566,0.0,230.42647994907702,medio
single_family,349900.0,335000,1823.0,1.0,2.0,2.0,2.0,2007.0,33953,0.0,183.76302797586396,medio
single_family,585000.0,580000,2090.0,1.0,3.0,3.0,3.0,2020.0,34219,1.0,277.511961722488,alto
single_family,299000.0,255000,1687.0,1.0,2.0,2.0,1.0,1979.0,34235,0.0,151.15589804386485,bajo
single_family,351097.0,342000,2205.0,1.0,4.0,3.0,2.0,2026.0,33974,0.0,155.10204081632654,medio
